Group	Genes	Taxa	IDs
ORTHOMCL14072	5	1	Spis23333(StylophoraPistillata) Spis23897(StylophoraPistillata) Spis7137(StylophoraPistillata) Spis23990(StylophoraPistillata) Spis13641(StylophoraPistillata)
ORTHOMCL14073	5	1	Spis24298(StylophoraPistillata) Spis15379(StylophoraPistillata) Spis7754(StylophoraPistillata) Spis9420(StylophoraPistillata) Spis21812(StylophoraPistillata)
ORTHOMCL14074	5	1	Spis18185(StylophoraPistillata) Spis22404(StylophoraPistillata) Spis14118(StylophoraPistillata) Spis18183(StylophoraPistillata) Spis18184(StylophoraPistillata)
ORTHOMCL14075	5	1	Spis22985(StylophoraPistillata) Spis6359(StylophoraPistillata) Spis677(StylophoraPistillata) Spis15490(StylophoraPistillata) Spis23146(StylophoraPistillata)
ORTHOMCL14076	5	1	Spis17488(StylophoraPistillata) Spis23449(StylophoraPistillata) Spis7684(StylophoraPistillata) Spis20212(StylophoraPistillata) Spis23186(StylophoraPistillata)
ORTHOMCL14077	5	1	Spis23487(StylophoraPistillata) Spis18535(StylophoraPistillata) Spis23163(StylophoraPistillata) Spis20989(StylophoraPistillata) Spis23524(StylophoraPistillata)
ORTHOMCL14078	5	1	Spis20666(StylophoraPistillata) Spis20669(StylophoraPistillata) Spis18997(StylophoraPistillata) Spis20661(StylophoraPistillata) Spis20667(StylophoraPistillata)
ORTHOMCL16470	4	1	Spis11921(StylophoraPistillata) Spis6712(StylophoraPistillata) Spis8258(StylophoraPistillata) Spis5994(StylophoraPistillata)
ORTHOMCL16471	4	1	Spis25093(StylophoraPistillata) Spis11416(StylophoraPistillata) Spis21763(StylophoraPistillata) Spis11716(StylophoraPistillata)
ORTHOMCL16472	4	1	Spis25749(StylophoraPistillata) Spis25466(StylophoraPistillata) Spis25332(StylophoraPistillata) Spis23610(StylophoraPistillata)
ORTHOMCL16473	4	1	Spis24349(StylophoraPistillata) Spis24836(StylophoraPistillata) Spis20704(StylophoraPistillata) Spis20702(StylophoraPistillata)
ORTHOMCL16474	4	1	Spis24297(StylophoraPistillata) Spis2585(StylophoraPistillata) Spis11233(StylophoraPistillata) Spis12990(StylophoraPistillata)
ORTHOMCL16475	4	1	Spis25233(StylophoraPistillata) Spis24587(StylophoraPistillata) Spis25276(StylophoraPistillata) Spis17560(StylophoraPistillata)
ORTHOMCL16476	4	1	Spis25473(StylophoraPistillata) Spis25327(StylophoraPistillata) Spis25602(StylophoraPistillata) Spis25452(StylophoraPistillata)
ORTHOMCL16477	4	1	Spis25415(StylophoraPistillata) Spis25083(StylophoraPistillata) Spis25592(StylophoraPistillata) Spis24952(StylophoraPistillata)
ORTHOMCL16478	4	1	Spis25427(StylophoraPistillata) Spis24396(StylophoraPistillata) Spis5895(StylophoraPistillata) Spis5897(StylophoraPistillata)
ORTHOMCL16479	4	1	Spis22050(StylophoraPistillata) Spis21542(StylophoraPistillata) Spis22155(StylophoraPistillata) Spis14730(StylophoraPistillata)
ORTHOMCL16480	4	1	Spis24678(StylophoraPistillata) Spis24834(StylophoraPistillata) Spis6356(StylophoraPistillata) Spis22976(StylophoraPistillata)
ORTHOMCL16481	4	1	Spis24342(StylophoraPistillata) Spis24478(StylophoraPistillata) Spis5168(StylophoraPistillata) Spis13073(StylophoraPistillata)
ORTHOMCL16482	4	1	Spis25270(StylophoraPistillata) Spis23567(StylophoraPistillata) Spis23034(StylophoraPistillata) Spis9990(StylophoraPistillata)
ORTHOMCL16483	4	1	Spis22869(StylophoraPistillata) Spis23790(StylophoraPistillata) Spis8549(StylophoraPistillata) Spis17774(StylophoraPistillata)
ORTHOMCL16484	4	1	Spis16728(StylophoraPistillata) Spis16726(StylophoraPistillata) Spis23452(StylophoraPistillata) Spis23572(StylophoraPistillata)
ORTHOMCL16485	4	1	Spis16022(StylophoraPistillata) Spis15240(StylophoraPistillata) Spis15237.t2(StylophoraPistillata) Spis21980(StylophoraPistillata)
ORTHOMCL16486	4	1	Spis9999(StylophoraPistillata) Spis9997(StylophoraPistillata) Spis9989(StylophoraPistillata) Spis23374(StylophoraPistillata)
ORTHOMCL16487	4	1	Spis17137(StylophoraPistillata) Spis20319(StylophoraPistillata) Spis17138(StylophoraPistillata) Spis19604(StylophoraPistillata)
ORTHOMCL16488	4	1	Spis3574(StylophoraPistillata) Spis11749(StylophoraPistillata) Spis9044(StylophoraPistillata) Spis19398(StylophoraPistillata)
ORTHOMCL16489	4	1	Spis9995(StylophoraPistillata) Spis5933(StylophoraPistillata) Spis23571(StylophoraPistillata) Spis9996(StylophoraPistillata)
ORTHOMCL16490	4	1	Spis8855(StylophoraPistillata) Spis11402(StylophoraPistillata) Spis20560(StylophoraPistillata) Spis23068(StylophoraPistillata)
ORTHOMCL16491	4	1	Spis18309(StylophoraPistillata) Spis14194(StylophoraPistillata) Spis21426(StylophoraPistillata) Spis22005(StylophoraPistillata)
ORTHOMCL16492	4	1	Spis14803(StylophoraPistillata) Spis19731(StylophoraPistillata) Spis18949(StylophoraPistillata) Spis10486(StylophoraPistillata)
ORTHOMCL16493	4	1	Spis13909(StylophoraPistillata) Spis13905(StylophoraPistillata) Spis12653(StylophoraPistillata) Spis12651(StylophoraPistillata)
ORTHOMCL16494	4	1	Spis20048(StylophoraPistillata) Spis12318(StylophoraPistillata) Spis19024(StylophoraPistillata) Spis22297(StylophoraPistillata)
ORTHOMCL16495	4	1	Spis14776(StylophoraPistillata) Spis21110(StylophoraPistillata) Spis23636(StylophoraPistillata) Spis22916(StylophoraPistillata)
ORTHOMCL20413	3	1	Spis24773(StylophoraPistillata) Spis23125(StylophoraPistillata) Spis11304(StylophoraPistillata)
ORTHOMCL20414	3	1	Spis25349(StylophoraPistillata) Spis25471(StylophoraPistillata) Spis23713(StylophoraPistillata)
ORTHOMCL20415	3	1	Spis25333(StylophoraPistillata) Spis25245(StylophoraPistillata) Spis25583(StylophoraPistillata)
ORTHOMCL20416	3	1	Spis14751(StylophoraPistillata) Spis23709(StylophoraPistillata) Spis23708(StylophoraPistillata)
ORTHOMCL20417	3	1	Spis25389(StylophoraPistillata) Spis25251(StylophoraPistillata) Spis25094(StylophoraPistillata)
ORTHOMCL20418	3	1	Spis25309(StylophoraPistillata) Spis25458(StylophoraPistillata) Spis24554(StylophoraPistillata)
ORTHOMCL20419	3	1	Spis24893(StylophoraPistillata) Spis25371(StylophoraPistillata) Spis24878(StylophoraPistillata)
ORTHOMCL20420	3	1	Spis25661(StylophoraPistillata) Spis25070(StylophoraPistillata) Spis11971(StylophoraPistillata)
ORTHOMCL20421	3	1	Spis21761(StylophoraPistillata) Spis11412(StylophoraPistillata) Spis11696(StylophoraPistillata)
ORTHOMCL20422	3	1	Spis23813(StylophoraPistillata) Spis23131(StylophoraPistillata) Spis23816(StylophoraPistillata)
ORTHOMCL20423	3	1	Spis17903(StylophoraPistillata) Spis17895(StylophoraPistillata) Spis17900(StylophoraPistillata)
ORTHOMCL20424	3	1	Spis6680(StylophoraPistillata) Spis6677(StylophoraPistillata) Spis18951(StylophoraPistillata)
ORTHOMCL20425	3	1	Spis24337(StylophoraPistillata) Spis17897(StylophoraPistillata) Spis17898(StylophoraPistillata)
ORTHOMCL20426	3	1	Spis25745(StylophoraPistillata) Spis24783(StylophoraPistillata) Spis24691(StylophoraPistillata)
ORTHOMCL20427	3	1	Spis4936(StylophoraPistillata) Spis21233(StylophoraPistillata) Spis9001(StylophoraPistillata)
ORTHOMCL20428	3	1	Spis14429(StylophoraPistillata) Spis25339(StylophoraPistillata) Spis25438(StylophoraPistillata)
ORTHOMCL20429	3	1	Spis25527(StylophoraPistillata) Spis25662(StylophoraPistillata) Spis25340(StylophoraPistillata)
ORTHOMCL20430	3	1	Spis24359(StylophoraPistillata) Spis24910(StylophoraPistillata) Spis17493(StylophoraPistillata)
ORTHOMCL20431	3	1	Spis16841(StylophoraPistillata) Spis18415(StylophoraPistillata) Spis21020(StylophoraPistillata)
ORTHOMCL20432	3	1	Spis25739(StylophoraPistillata) Spis25183(StylophoraPistillata) Spis25632(StylophoraPistillata)
ORTHOMCL20433	3	1	Spis25515(StylophoraPistillata) Spis8743(StylophoraPistillata) Spis23515(StylophoraPistillata)
ORTHOMCL20434	3	1	Spis25271(StylophoraPistillata) Spis17027(StylophoraPistillata) Spis18552(StylophoraPistillata)
ORTHOMCL20435	3	1	Spis24595(StylophoraPistillata) Spis24796(StylophoraPistillata) Spis24230(StylophoraPistillata)
ORTHOMCL20436	3	1	Spis723(StylophoraPistillata) Spis25278(StylophoraPistillata) Spis22394(StylophoraPistillata)
ORTHOMCL20437	3	1	Spis19399(StylophoraPistillata) Spis19395(StylophoraPistillata) Spis24146(StylophoraPistillata)
ORTHOMCL20438	3	1	Spis8979(StylophoraPistillata) Spis8971(StylophoraPistillata) Spis8972(StylophoraPistillata)
ORTHOMCL20439	3	1	Spis24750(StylophoraPistillata) Spis20105(StylophoraPistillata) Spis18630(StylophoraPistillata)
ORTHOMCL20440	3	1	Spis25258(StylophoraPistillata) Spis18594(StylophoraPistillata) Spis24248(StylophoraPistillata)
ORTHOMCL20441	3	1	Spis24634(StylophoraPistillata) Spis16835(StylophoraPistillata) Spis5099(StylophoraPistillata)
ORTHOMCL20442	3	1	Spis24786(StylophoraPistillata) Spis11107(StylophoraPistillata) Spis17691(StylophoraPistillata)
ORTHOMCL20443	3	1	Spis24498(StylophoraPistillata) Spis22051(StylophoraPistillata) Spis24076(StylophoraPistillata)
ORTHOMCL20444	3	1	Spis24706(StylophoraPistillata) Spis16463(StylophoraPistillata) Spis21155(StylophoraPistillata)
ORTHOMCL20445	3	1	Spis24642(StylophoraPistillata) Spis9426(StylophoraPistillata) Spis9606(StylophoraPistillata)
ORTHOMCL20446	3	1	Spis24264(StylophoraPistillata) Spis366(StylophoraPistillata) Spis12639(StylophoraPistillata)
ORTHOMCL20447	3	1	Spis24904(StylophoraPistillata) Spis17228(StylophoraPistillata) Spis23660(StylophoraPistillata)
ORTHOMCL20448	3	1	Spis24832(StylophoraPistillata) Spis14950(StylophoraPistillata) Spis11141(StylophoraPistillata)
ORTHOMCL20449	3	1	Spis24740(StylophoraPistillata) Spis18531(StylophoraPistillata) Spis20593(StylophoraPistillata)
ORTHOMCL20450	3	1	Spis1511(StylophoraPistillata) Spis8116(StylophoraPistillata) Spis2004(StylophoraPistillata)
ORTHOMCL20451	3	1	Spis9463(StylophoraPistillata) Spis5195(StylophoraPistillata) Spis24138(StylophoraPistillata)
ORTHOMCL20452	3	1	Spis21445(StylophoraPistillata) Spis394(StylophoraPistillata) Spis22300(StylophoraPistillata)
ORTHOMCL20453	3	1	Spis6863(StylophoraPistillata) Spis4217(StylophoraPistillata) Spis9612(StylophoraPistillata)
ORTHOMCL20454	3	1	Spis4924(StylophoraPistillata) Spis4923(StylophoraPistillata) Spis9468(StylophoraPistillata)
ORTHOMCL20455	3	1	Spis2317(StylophoraPistillata) Spis17769(StylophoraPistillata) Spis12156(StylophoraPistillata)
ORTHOMCL20456	3	1	Spis4595(StylophoraPistillata) Spis3156(StylophoraPistillata) Spis22173(StylophoraPistillata)
ORTHOMCL20457	3	1	Spis13554(StylophoraPistillata) Spis20559(StylophoraPistillata) Spis22819(StylophoraPistillata)
ORTHOMCL20458	3	1	Spis13168(StylophoraPistillata) Spis14529(StylophoraPistillata) Spis22413(StylophoraPistillata)
ORTHOMCL20459	3	1	Spis6628(StylophoraPistillata) Spis11617(StylophoraPistillata) Spis8224(StylophoraPistillata)
ORTHOMCL20460	3	1	Spis19085(StylophoraPistillata) Spis22060(StylophoraPistillata) Spis22059(StylophoraPistillata)
ORTHOMCL20461	3	1	Spis3904(StylophoraPistillata) Spis16483(StylophoraPistillata) Spis7764(StylophoraPistillata)
ORTHOMCL20462	3	1	Spis4195(StylophoraPistillata) Spis16788(StylophoraPistillata) Spis9986(StylophoraPistillata)
ORTHOMCL20463	3	1	Spis3588(StylophoraPistillata) Spis9079(StylophoraPistillata) Spis1777(StylophoraPistillata)
ORTHOMCL20464	3	1	Spis6360(StylophoraPistillata) Spis13099(StylophoraPistillata) Spis21860(StylophoraPistillata)
ORTHOMCL20465	3	1	Spis22118(StylophoraPistillata) Spis13245(StylophoraPistillata) Spis21686(StylophoraPistillata)
ORTHOMCL20466	3	1	Spis20063(StylophoraPistillata) Spis8162(StylophoraPistillata) Spis15818(StylophoraPistillata)
ORTHOMCL20467	3	1	Spis22310(StylophoraPistillata) Spis23362(StylophoraPistillata) Spis15241(StylophoraPistillata)
ORTHOMCL20468	3	1	Spis11941(StylophoraPistillata) Spis11946(StylophoraPistillata) Spis11942(StylophoraPistillata)
ORTHOMCL20469	3	1	Spis15929(StylophoraPistillata) Spis15926(StylophoraPistillata) Spis15930(StylophoraPistillata)
ORTHOMCL20470	3	1	Spis2242.t1(StylophoraPistillata) Spis24183(StylophoraPistillata) Spis24182(StylophoraPistillata)
ORTHOMCL20471	3	1	Spis1319(StylophoraPistillata) Spis1318(StylophoraPistillata) Spis1320(StylophoraPistillata)
ORTHOMCL20472	3	1	Spis21105(StylophoraPistillata) Spis21107(StylophoraPistillata) Spis21354(StylophoraPistillata)
ORTHOMCL20473	3	1	Spis22929(StylophoraPistillata) Spis6593(StylophoraPistillata) Spis21916(StylophoraPistillata)
ORTHOMCL20474	3	1	Spis13414(StylophoraPistillata) Spis7168(StylophoraPistillata) Spis16303(StylophoraPistillata)
ORTHOMCL20475	3	1	Spis15569(StylophoraPistillata) Spis15568(StylophoraPistillata) Spis23916(StylophoraPistillata)
ORTHOMCL20476	3	1	Spis22512(StylophoraPistillata) Spis22328(StylophoraPistillata) Spis23104(StylophoraPistillata)
ORTHOMCL20477	3	1	Spis12159(StylophoraPistillata) Spis15072(StylophoraPistillata) Spis8818(StylophoraPistillata)
ORTHOMCL20478	3	1	Spis23217(StylophoraPistillata) Spis22343(StylophoraPistillata) Spis22341(StylophoraPistillata)
ORTHOMCL20479	3	1	Spis2641.t1(StylophoraPistillata) Spis2640(StylophoraPistillata) Spis2638(StylophoraPistillata)
ORTHOMCL20480	3	1	Spis21853(StylophoraPistillata) Spis15655(StylophoraPistillata) Spis11989(StylophoraPistillata)
ORTHOMCL20481	3	1	Spis24225(StylophoraPistillata) Spis13084(StylophoraPistillata) Spis23892(StylophoraPistillata)
ORTHOMCL20482	3	1	Spis4099(StylophoraPistillata) Spis23233(StylophoraPistillata) Spis23290(StylophoraPistillata)
