SczhEnG_1353	adi_Scaffold1461	92.582	701	46	4	222977	223671	3101	2401	0.0	1002
SczhEnG_1354	adi_Scaffold103	84.647	241	31	4	71575	71814	310008	309773	5.13e-58	235
SczhEnG_1355	adi_Scaffold792	88.525	488	53	3	133	618	47715	47229	5.09e-166	588
SczhEnG_1361	adi_Scaffold731	96.774	31	1	0	1419	1449	149709	149679	9.24e-05	52.8
SczhEnG_1362	adi_Scaffold790	85.315	143	17	4	2040	2181	153281	153142	2.39e-32	145
SczhEnG_1363	adi_Scaffold1382	77.830	1493	287	30	308126	309587	14477	15956	0.0	883
SczhEnG_137	adi_Scaffold56	88.021	192	18	5	4508	4696	445710	445899	1.13e-54	222
SczhEnG_1370	adi_Scaffold1109	83.406	229	32	4	25707	25931	50617	50843	2.99e-50	207
SczhEnG_1373	adi_Scaffold2448	81.258	811	143	8	314	1120	25134	24329	0.0	647
SczhEnG_1374	adi_Scaffold2427	86.847	2068	198	34	21234	23246	27014	24966	0.0	2244
SczhEnG_1375	adi_Scaffold661	83.408	223	31	6	819	1038	77457	77676	7.04e-50	202
SczhEnG_1379	adi_Scaffold951	88.164	414	45	3	63340	63751	99121	99532	1.19e-134	490
SczhEnG_1380	adi_Scaffold1791	86.916	107	12	2	6250	6354	57491	57385	1.04e-23	119
SczhEnG_1382	adi_Scaffold2492	80.659	455	75	9	17898	18342	7510	7961	2.31e-90	340
SczhEnG_1384	adi_Scaffold150	81.731	312	48	7	5892	6198	167847	168154	2.64e-63	252
SczhEnG_1386	adi_Scaffold783	92.308	52	3	1	1543	1593	102478	102529	7.89e-10	73.1
SczhEnG_1388	adi_Scaffold170	83.842	1572	168	46	2133	3692	297811	296314	0.0	1417
SczhEnG_1390	adi_Scaffold1866	95.256	1075	29	12	77289	78355	39644	38584	0.0	1683
SczhEnG_1393	adi_Scaffold717	91.390	662	38	3	2286	2945	120290	119646	0.0	889
SczhEnG_1396	adi_Scaffold924	90.909	88	5	2	691	777	76273	76358	1.17e-23	115
SczhEnG_1398	adi_Scaffold282	91.139	79	5	2	583	660	4363	4286	9.63e-21	106
SczhEnG_1399	adi_Scaffold47	91.781	73	6	0	1045	1117	339499	339571	7.40e-20	102
SczhEnG_1403	adi_Scaffold1973	91.071	616	46	5	25655	26268	36507	37115	0.0	824
SczhEnG_141	adi_Scaffold507	85.602	382	53	2	270634	271014	69112	68732	4.86e-107	399
SczhEnG_1411	adi_Scaffold520	86.325	117	6	2	2	118	201967	202073	5.22e-25	119
SczhEnG_1412	adi_Scaffold322	88.083	193	19	4	59294	59486	84584	84396	2.01e-55	226
SczhEnG_1413	adi_Scaffold2326	80.571	175	30	4	1158	1331	24669	24840	9.02e-29	132
SczhEnG_1415	adi_Scaffold1637	83.871	1178	147	17	1596694	1597833	40142	38970	0.0	1083
SczhEnG_1417	adi_Scaffold558	82.278	553	79	14	468	1015	128661	129199	4.32e-127	460
SczhEnG_1418	adi_Scaffold1116	87.129	101	13	0	1067	1167	103875	103775	2.13e-23	115
SczhEnG_142	adi_Scaffold155	80.711	2898	482	35	1090848	1093694	328405	325534	0.0	2183
SczhEnG_1421	adi_Scaffold95	87.363	182	17	3	14318	14494	134497	134317	7.03e-49	204
SczhEnG_1422	adi_Scaffold464	81.477	745	121	13	703623	704356	4884	4146	1.42e-165	595
SczhEnG_1423	adi_Scaffold193	81.022	137	26	0	25859	25995	2874	3010	1.11e-20	110
SczhEnG_1424	adi_Scaffold862	91.698	795	57	3	643	1428	110033	110827	0.0	1094
SczhEnG_1426	adi_Scaffold2809	94.560	864	29	7	77	937	27189	26341	0.0	1319
SczhEnG_1427	adi_Scaffold1268	81.481	405	59	12	111597	111998	72261	72652	9.44e-83	318
SczhEnG_143	adi_Scaffold613	88.136	118	14	0	357	474	36812	36929	2.35e-31	141
SczhEnG_1430	adi_Scaffold188	86.010	193	21	6	134874	135063	237760	237571	1.03e-47	202
SczhEnG_1432	adi_Scaffold188	86.893	206	23	4	6357	6560	237769	237566	2.50e-55	228
SczhEnG_1436	adi_Scaffold74	89.815	108	11	0	8728	8835	100954	100847	3.69e-30	139
SczhEnG_1437	adi_Scaffold682	84.571	175	22	2	1257	1427	146016	146189	7.34e-40	169
SczhEnG_1443	adi_Scaffold5	90.244	123	12	0	50615	50737	661407	661285	6.63e-36	161
SczhEnG_1445	adi_Scaffold277	85.600	250	33	3	196608	196855	288960	288712	6.11e-65	259
SczhEnG_1449	adi_Scaffold1220	83.621	116	17	2	673	787	6801	6687	2.76e-21	108
SczhEnG_145	adi_Scaffold127	85.211	142	14	7	915	1053	112787	112650	5.08e-31	139
SczhEnG_1450	adi_Scaffold1249	88.889	126	14	0	1	126	94390	94515	1.10e-35	156
SczhEnG_1456	adi_Scaffold294	89.873	79	6	2	727	804	20676	20753	2.06e-19	100
SczhEnG_146	adi_Scaffold21	84.525	937	109	19	58805	59718	595938	596861	0.0	894
SczhEnG_1461	adi_Scaffold522	80.421	475	83	10	720	1189	182230	182699	1.86e-95	353
SczhEnG_1463	adi_Scaffold690	93.388	484	28	4	237677	238156	96514	96997	0.0	713
SczhEnG_1464	adi_Scaffold143	84.568	162	21	2	7607	7765	236546	236706	2.58e-35	158
SczhEnG_1467	adi_Scaffold371	80.275	436	82	4	155977	156410	70193	69760	4.56e-85	326
SczhEnG_1468	adi_Scaffold279	95.238	126	6	0	1334	1459	263626	263501	4.28e-49	200
SczhEnG_1469	adi_Scaffold2737	88.202	178	19	2	9269	9444	5642	5465	4.27e-51	211
SczhEnG_147	adi_Scaffold542	96.000	175	7	0	18160	18334	45952	46126	1.36e-73	285
SczhEnG_1470	adi_Scaffold85	84.058	69	11	0	834	902	147878	147810	4.55e-09	67.6
SczhEnG_1471	adi_Scaffold1016	88.067	419	50	0	13828	14246	86125	86543	9.84e-138	497
SczhEnG_1473	adi_Scaffold321	88.827	179	15	3	45401	45575	14326	14149	4.15e-52	215
SczhEnG_1477	adi_Scaffold75	87.029	239	28	3	63648	63886	324735	324500	1.31e-67	267
SczhEnG_1478	adi_Scaffold1631	95.820	646	25	1	13678	14321	23728	23083	0.0	1042
SczhEnG_1479	adi_Scaffold1747	73.520	642	152	14	1047	1680	62332	61701	4.69e-56	228
SczhEnG_148	adi_Scaffold108	85.082	429	41	16	41192	41610	363635	363220	1.45e-112	416
SczhEnG_1480	adi_Scaffold662	100.000	48	0	0	904	951	185895	185848	1.35e-15	89.8
SczhEnG_1482	adi_Scaffold1837	82.513	1361	184	28	28331	29681	37294	35978	0.0	1146
SczhEnG_1484	adi_Scaffold958	100.000	28	0	0	1408	1435	96715	96688	8.31e-05	52.8
SczhEnG_1485	adi_Scaffold1165	94.795	634	23	4	1129	1761	41985	42609	0.0	979
SczhEnG_1486	adi_Scaffold9	76.701	485	75	19	6187	6654	702558	703021	2.85e-58	235
SczhEnG_1487	adi_Scaffold310	78.125	288	52	10	478	760	57527	57808	4.28e-39	172
SczhEnG_1488	adi_Scaffold2229	94.097	864	42	4	14168	15030	48345	47490	0.0	1304
SczhEnG_1489	adi_Scaffold514	91.479	622	46	1	30956	31570	68206	68827	0.0	848
SczhEnG_149	adi_Scaffold325	81.440	625	79	15	95156	95773	91313	91907	9.08e-131	477
SczhEnG_1491	adi_Scaffold159	84.521	491	73	2	174745	175232	140376	139886	3.54e-132	483
SczhEnG_1493	adi_Scaffold1955	88.996	936	81	17	54146	55072	9105	8183	0.0	1138
SczhEnG_1498	adi_Scaffold464	77.230	1076	193	33	10069	11105	226340	225278	2.82e-163	582
SczhEnG_1499	adi_Scaffold209	89.855	207	20	1	483	689	24514	24719	1.18e-68	265
SczhEnG_1501	adi_Scaffold386	82.222	135	21	2	3597	3731	145126	144995	1.84e-22	113
SczhEnG_1502	adi_Scaffold937	84.407	295	34	4	16957	17241	26343	26051	9.35e-72	279
SczhEnG_1505	adi_Scaffold32	88.034	117	14	0	1	117	81015	81131	4.55e-31	139
SczhEnG_1506	adi_Scaffold938	84.358	179	23	3	28930	29104	46437	46614	1.10e-38	171
SczhEnG_1507	adi_Scaffold2	85.690	580	51	14	1758	2325	354965	354406	8.87e-164	582
SczhEnG_151	adi_Scaffold209	94.737	323	13	2	64896	65218	221443	221125	3.00e-137	499
SczhEnG_1510	adi_Scaffold298	86.680	1006	118	9	198821	199821	264855	263861	0.0	1101
SczhEnG_1511	adi_Scaffold907	92.110	583	46	0	19757	20339	25684	25102	0.0	822
SczhEnG_1512	adi_Scaffold870	87.657	478	42	9	28409	28874	50172	49700	7.99e-150	540
SczhEnG_1513	adi_Scaffold1180	78.700	446	79	12	106	543	79862	79425	8.47e-73	283
SczhEnG_1514	adi_Scaffold888	86.707	820	86	3	145217	146023	124294	123485	0.0	889
SczhEnG_1516	adi_Scaffold731	83.759	548	87	2	74795	75341	77683	77137	6.82e-143	518
SczhEnG_1518	adi_Scaffold291	100.000	30	0	0	9194	9223	216476	216447	3.96e-05	56.5
SczhEnG_1519	adi_Scaffold4	89.655	116	12	0	4064	4179	601988	602103	5.31e-33	148
SczhEnG_152	adi_Scaffold210	86.431	538	61	10	126430	126956	85736	85200	4.03e-161	579
SczhEnG_1520	adi_Scaffold1034	80.769	130	18	5	263	386	50269	50141	1.43e-17	95.3
SczhEnG_1522	adi_Scaffold3870	80.000	85	13	4	2884	2966	2877	2795	1.01e-06	60.2
SczhEnG_1523	adi_Scaffold266	94.737	76	4	0	2099	2174	270076	270151	1.48e-24	119
SczhEnG_1527	adi_Scaffold2031	80.321	249	35	14	14045	14285	20569	20327	9.40e-41	176
SczhEnG_1528	adi_Scaffold729	85.065	154	20	1	20148	20298	18145	18298	3.03e-34	154
SczhEnG_1529	adi_Scaffold170	83.479	1604	190	38	49513	51109	297812	296277	0.0	1424
SczhEnG_1530	adi_Scaffold2514	85.811	148	16	5	6649	6793	12980	13125	5.97e-33	152
SczhEnG_1531	adi_Scaffold179	95.317	363	16	1	4355	4716	287021	287383	4.49e-160	575
SczhEnG_1533	adi_Scaffold58	93.243	74	5	0	10291	10364	331105	331032	3.17e-21	110
SczhEnG_1534	adi_Scaffold230	93.750	48	3	0	33	80	202496	202543	4.04e-11	73.1
