Group	Genes	Taxa	IDs
ORTHOMCL3867	13	1	aug_v2a.17123.t1(AcroporaDigitifera) aug_v2a.10828.t1(AcroporaDigitifera) aug_v2a.21208.t1(AcroporaDigitifera) aug_v2a.08057.t1(AcroporaDigitifera) aug_v2a.18838.t1(AcroporaDigitifera) aug_v2a.17212.t1(AcroporaDigitifera) aug_v2a.16315.t1(AcroporaDigitifera) aug_v2a.24314.t1(AcroporaDigitifera) aug_v2a.23849.t1(AcroporaDigitifera) aug_v2a.20926.t1(AcroporaDigitifera) aug_v2a.17077.t1(AcroporaDigitifera) aug_v2a.21906.t1(AcroporaDigitifera) aug_v2a.24660.t1(AcroporaDigitifera)
ORTHOMCL3868	13	1	aug_v2a.04302.t1(AcroporaDigitifera) aug_v2a.10160.t1(AcroporaDigitifera) aug_v2a.12502.t1(AcroporaDigitifera) aug_v2a.12501.t1(AcroporaDigitifera) aug_v2a.24590.t1(AcroporaDigitifera) aug_v2a.24670.t1(AcroporaDigitifera) aug_v2a.16147.t1(AcroporaDigitifera) aug_v2a.04303.t1(AcroporaDigitifera) aug_v2a.04305.t1(AcroporaDigitifera) aug_v2a.11781.t1(AcroporaDigitifera) aug_v2a.24669.t1(AcroporaDigitifera) aug_v2a.21718.t1(AcroporaDigitifera) aug_v2a.04304.t1(AcroporaDigitifera)
ORTHOMCL4470	12	1	aug_v2a.24646.t2(AcroporaDigitifera) aug_v2a.24324.t1(AcroporaDigitifera) aug_v2a.11644.t2(AcroporaDigitifera) aug_v2a.21944.t1(AcroporaDigitifera) aug_v2a.04857.t2(AcroporaDigitifera) aug_v2a.11644.t1(AcroporaDigitifera) aug_v2a.18846.t1(AcroporaDigitifera) aug_v2a.08072.t2(AcroporaDigitifera) aug_v2a.21100.t1(AcroporaDigitifera) aug_v2a.24223.t1(AcroporaDigitifera) aug_v2a.04857.t1(AcroporaDigitifera) aug_v2a.24646.t1(AcroporaDigitifera)
ORTHOMCL4546	12	1	aug_v2a.06294.t1(AcroporaDigitifera) aug_v2a.15080.t1(AcroporaDigitifera) aug_v2a.09517.t1(AcroporaDigitifera) aug_v2a.20427.t1(AcroporaDigitifera) aug_v2a.11432.t2(AcroporaDigitifera) aug_v2a.08887.t1(AcroporaDigitifera) aug_v2a.11432.t1(AcroporaDigitifera) aug_v2a.11431.t1(AcroporaDigitifera) aug_v2a.20426.t1(AcroporaDigitifera) aug_v2a.20622.t1(AcroporaDigitifera) aug_v2a.08886.t1(AcroporaDigitifera) aug_v2a.00448.t1(AcroporaDigitifera)
ORTHOMCL5230	11	1	aug_v2a.05707.t2(AcroporaDigitifera) aug_v2a.11195.t1(AcroporaDigitifera) aug_v2a.23166.t1(AcroporaDigitifera) aug_v2a.05706.t1(AcroporaDigitifera) aug_v2a.03069.t1(AcroporaDigitifera) aug_v2a.14198.t1(AcroporaDigitifera) aug_v2a.13746.t1(AcroporaDigitifera) aug_v2a.16541.t1(AcroporaDigitifera) aug_v2a.03040.t1(AcroporaDigitifera) aug_v2a.22405.t1(AcroporaDigitifera) aug_v2a.03041.t1(AcroporaDigitifera)
ORTHOMCL6286	10	1	aug_v2a.14895.t1(AcroporaDigitifera) aug_v2a.17307.t1(AcroporaDigitifera) aug_v2a.14039.t1(AcroporaDigitifera) aug_v2a.13768.t1(AcroporaDigitifera) aug_v2a.14040.t2(AcroporaDigitifera) aug_v2a.14894.t1(AcroporaDigitifera) aug_v2a.14040.t1(AcroporaDigitifera) aug_v2a.09938.t1(AcroporaDigitifera) aug_v2a.13769.t1(AcroporaDigitifera) aug_v2a.23769.t1(AcroporaDigitifera)
ORTHOMCL6287	10	1	aug_v2a.13354.t1(AcroporaDigitifera) aug_v2a.13714.t1(AcroporaDigitifera) aug_v2a.04727.t1(AcroporaDigitifera) aug_v2a.15847.t2(AcroporaDigitifera) aug_v2a.15848.t1(AcroporaDigitifera) aug_v2a.13355.t1(AcroporaDigitifera) aug_v2a.15847.t1(AcroporaDigitifera) aug_v2a.15848.t1.1(AcroporaDigitifera) aug_v2a.08083.t1(AcroporaDigitifera) aug_v2a.06729.t1(AcroporaDigitifera)
ORTHOMCL6301	10	1	aug_v2a.11872.t1(AcroporaDigitifera) aug_v2a.05286.t1(AcroporaDigitifera) aug_v2a.13587.t1(AcroporaDigitifera) aug_v2a.12039.t1(AcroporaDigitifera) aug_v2a.14410.t1(AcroporaDigitifera) aug_v2a.01015.t1(AcroporaDigitifera) aug_v2a.23555.t1(AcroporaDigitifera) aug_v2a.00790.t1(AcroporaDigitifera) aug_v2a.04099.t1(AcroporaDigitifera) aug_v2a.22676.t1(AcroporaDigitifera)
ORTHOMCL6473	10	1	aug_v2a.24531.t1(AcroporaDigitifera) aug_v2a.20644.t1(AcroporaDigitifera) aug_v2a.15432.t1(AcroporaDigitifera) aug_v2a.13721.t1(AcroporaDigitifera) aug_v2a.03585.t1(AcroporaDigitifera) aug_v2a.13197.t1(AcroporaDigitifera) aug_v2a.02565.t1(AcroporaDigitifera) aug_v2a.15433.t1(AcroporaDigitifera) aug_v2a.22529.t1(AcroporaDigitifera) aug_v2a.18406.t1(AcroporaDigitifera)
ORTHOMCL7365	9	1	aug_v2a.18270.t1(AcroporaDigitifera) aug_v2a.10882.t1(AcroporaDigitifera) aug_v2a.22723.t1(AcroporaDigitifera) aug_v2a.00378.t1(AcroporaDigitifera) aug_v2a.05453.t1(AcroporaDigitifera) aug_v2a.06201.t1(AcroporaDigitifera) aug_v2a.00379.t1(AcroporaDigitifera) aug_v2a.20903.t1(AcroporaDigitifera) aug_v2a.05454.t1(AcroporaDigitifera)
ORTHOMCL7383	9	1	aug_v2a.17866.t1(AcroporaDigitifera) aug_v2a.16756.t1(AcroporaDigitifera) aug_v2a.16030.t1(AcroporaDigitifera) aug_v2a.10556.t1(AcroporaDigitifera) aug_v2a.12120.t1(AcroporaDigitifera) aug_v2a.12165.t1(AcroporaDigitifera) aug_v2a.00934.t1(AcroporaDigitifera) aug_v2a.09737.t1(AcroporaDigitifera) aug_v2a.04873.t1(AcroporaDigitifera)
ORTHOMCL7397	9	1	aug_v2a.02888.t1(AcroporaDigitifera) aug_v2a.03678.t1(AcroporaDigitifera) aug_v2a.02937.t1(AcroporaDigitifera) aug_v2a.03681.t1(AcroporaDigitifera) aug_v2a.03825.t1(AcroporaDigitifera) aug_v2a.04082.t1(AcroporaDigitifera) aug_v2a.13379.t1(AcroporaDigitifera) aug_v2a.01070.t1(AcroporaDigitifera) aug_v2a.09440.t1(AcroporaDigitifera)
ORTHOMCL7420	9	1	aug_v2a.08638.t1(AcroporaDigitifera) aug_v2a.01120.t1(AcroporaDigitifera) aug_v2a.23316.t1(AcroporaDigitifera) aug_v2a.01390.t1(AcroporaDigitifera) aug_v2a.01391.t1(AcroporaDigitifera) aug_v2a.08636.t1(AcroporaDigitifera) aug_v2a.01389.t1(AcroporaDigitifera) aug_v2a.01392.t1(AcroporaDigitifera) aug_v2a.23317.t1(AcroporaDigitifera)
ORTHOMCL7519	9	1	aug_v2a.15673.t1(AcroporaDigitifera) aug_v2a.15617.t1(AcroporaDigitifera) aug_v2a.21721.t1(AcroporaDigitifera) aug_v2a.18908.t1(AcroporaDigitifera) aug_v2a.24184.t1(AcroporaDigitifera) aug_v2a.24481.t1(AcroporaDigitifera) aug_v2a.07710.t1(AcroporaDigitifera) aug_v2a.23557.t1(AcroporaDigitifera) aug_v2a.09137.t1(AcroporaDigitifera)
ORTHOMCL7610	9	1	aug_v2a.18466.t1(AcroporaDigitifera) aug_v2a.03810.t1(AcroporaDigitifera) aug_v2a.21536.t1(AcroporaDigitifera) aug_v2a.03811.t1(AcroporaDigitifera) aug_v2a.00551.t1(AcroporaDigitifera) aug_v2a.24532.t1(AcroporaDigitifera) aug_v2a.18466.t2(AcroporaDigitifera) aug_v2a.03810.t2(AcroporaDigitifera) aug_v2a.21285.t1(AcroporaDigitifera)
ORTHOMCL8514	8	1	aug_v2a.06476.t1(AcroporaDigitifera) aug_v2a.00212.t1(AcroporaDigitifera) aug_v2a.23994.t1(AcroporaDigitifera) aug_v2a.02997.t1(AcroporaDigitifera) aug_v2a.12832.t1(AcroporaDigitifera) aug_v2a.06422.t1(AcroporaDigitifera) aug_v2a.22399.t1(AcroporaDigitifera) aug_v2a.01434.t1(AcroporaDigitifera)
ORTHOMCL8565	8	1	aug_v2a.20764.t1(AcroporaDigitifera) aug_v2a.15982.t1(AcroporaDigitifera) aug_v2a.08876.t1(AcroporaDigitifera) aug_v2a.10096.t2(AcroporaDigitifera) aug_v2a.14083.t1(AcroporaDigitifera) aug_v2a.08875.t1(AcroporaDigitifera) aug_v2a.10095.t1(AcroporaDigitifera) aug_v2a.10096.t1(AcroporaDigitifera)
ORTHOMCL8568	8	1	aug_v2a.15726.t1(AcroporaDigitifera) aug_v2a.12655.t1(AcroporaDigitifera) aug_v2a.20149.t1(AcroporaDigitifera) aug_v2a.20792.t1(AcroporaDigitifera) aug_v2a.15727.t1(AcroporaDigitifera) aug_v2a.15729.t1(AcroporaDigitifera) aug_v2a.15729.t2(AcroporaDigitifera) aug_v2a.20795.t1(AcroporaDigitifera)
ORTHOMCL8582	8	1	aug_v2a.24394.t1(AcroporaDigitifera) aug_v2a.18043.t1(AcroporaDigitifera) aug_v2a.06439.t1(AcroporaDigitifera) aug_v2a.21107.t1(AcroporaDigitifera) aug_v2a.19537.t1(AcroporaDigitifera) aug_v2a.08717.t1(AcroporaDigitifera) aug_v2a.24114.t1(AcroporaDigitifera) aug_v2a.02958.t1(AcroporaDigitifera)
ORTHOMCL8595	8	1	aug_v2a.17176.t1(AcroporaDigitifera) aug_v2a.24519.t1(AcroporaDigitifera) aug_v2a.17904.t1(AcroporaDigitifera) aug_v2a.02578.t1(AcroporaDigitifera) aug_v2a.03181.t1(AcroporaDigitifera) aug_v2a.19332.t1(AcroporaDigitifera) aug_v2a.09118.t1(AcroporaDigitifera) aug_v2a.00340.t1(AcroporaDigitifera)
ORTHOMCL8621	8	1	aug_v2a.01650.t1(AcroporaDigitifera) aug_v2a.24182.t1(AcroporaDigitifera) aug_v2a.13838.t1(AcroporaDigitifera) aug_v2a.06394.t1(AcroporaDigitifera) aug_v2a.08769.t1(AcroporaDigitifera) aug_v2a.12670.t1(AcroporaDigitifera) aug_v2a.22852.t1(AcroporaDigitifera) aug_v2a.00847.t1(AcroporaDigitifera)
ORTHOMCL8671	8	1	aug_v2a.19985.t1(AcroporaDigitifera) aug_v2a.06871.t1(AcroporaDigitifera) aug_v2a.14435.t1(AcroporaDigitifera) aug_v2a.23524.t1(AcroporaDigitifera) aug_v2a.15628.t1(AcroporaDigitifera) aug_v2a.11012.t1(AcroporaDigitifera) aug_v2a.21251.t1(AcroporaDigitifera) aug_v2a.22464.t1(AcroporaDigitifera)
ORTHOMCL9754	7	1	aug_v2a.16317.t1(AcroporaDigitifera) aug_v2a.08174.t1(AcroporaDigitifera) aug_v2a.14156.t1(AcroporaDigitifera) aug_v2a.08175.t1(AcroporaDigitifera) aug_v2a.14155.t1(AcroporaDigitifera) aug_v2a.19449.t1(AcroporaDigitifera) aug_v2a.08174.t2(AcroporaDigitifera)
ORTHOMCL9767	7	1	aug_v2a.02773.t1(AcroporaDigitifera) aug_v2a.11376.t1(AcroporaDigitifera) aug_v2a.22957.t1(AcroporaDigitifera) aug_v2a.15737.t1(AcroporaDigitifera) aug_v2a.13107.t1(AcroporaDigitifera) aug_v2a.00131.t1(AcroporaDigitifera) aug_v2a.05339.t1(AcroporaDigitifera)
ORTHOMCL9783	7	1	aug_v2a.07108.t1(AcroporaDigitifera) aug_v2a.21168.t1(AcroporaDigitifera) aug_v2a.03834.t1(AcroporaDigitifera) aug_v2a.12314.t1(AcroporaDigitifera) aug_v2a.15230.t1(AcroporaDigitifera) aug_v2a.13146.t1(AcroporaDigitifera) aug_v2a.03209.t1(AcroporaDigitifera)
ORTHOMCL9801	7	1	aug_v2a.22059.t1(AcroporaDigitifera) aug_v2a.04725.t1(AcroporaDigitifera) aug_v2a.02208.t1(AcroporaDigitifera) aug_v2a.12745.t1(AcroporaDigitifera) aug_v2a.13712.t1(AcroporaDigitifera) aug_v2a.04726.t1(AcroporaDigitifera) aug_v2a.23413.t1(AcroporaDigitifera)
ORTHOMCL9805	7	1	aug_v2a.07610.t1(AcroporaDigitifera) aug_v2a.14479.t1(AcroporaDigitifera) aug_v2a.08462.t1(AcroporaDigitifera) aug_v2a.14372.t1(AcroporaDigitifera) aug_v2a.22433.t1(AcroporaDigitifera) aug_v2a.12485.t1(AcroporaDigitifera) aug_v2a.22948.t1(AcroporaDigitifera)
ORTHOMCL9812	7	1	aug_v2a.02703.t1(AcroporaDigitifera) aug_v2a.14001.t1.1(AcroporaDigitifera) aug_v2a.06234.t1(AcroporaDigitifera) aug_v2a.22166.t1(AcroporaDigitifera) aug_v2a.21309.t1(AcroporaDigitifera) aug_v2a.14001.t1(AcroporaDigitifera) aug_v2a.14002.t1(AcroporaDigitifera)
ORTHOMCL9814	7	1	aug_v2a.17752.t1(AcroporaDigitifera) aug_v2a.24550.t1(AcroporaDigitifera) aug_v2a.13655.t1(AcroporaDigitifera) aug_v2a.14032.t1(AcroporaDigitifera) aug_v2a.13704.t1(AcroporaDigitifera) aug_v2a.19247.t1(AcroporaDigitifera) aug_v2a.06291.t1(AcroporaDigitifera)
ORTHOMCL9830	7	1	aug_v2a.06459.t1(AcroporaDigitifera) aug_v2a.08612.t1(AcroporaDigitifera) aug_v2a.08611.t1(AcroporaDigitifera) aug_v2a.18542.t1(AcroporaDigitifera) aug_v2a.20286.t1(AcroporaDigitifera) aug_v2a.08951.t1(AcroporaDigitifera) aug_v2a.08613.t1(AcroporaDigitifera)
ORTHOMCL9863	7	1	aug_v2a.13229.t1(AcroporaDigitifera) aug_v2a.01603.t1(AcroporaDigitifera) aug_v2a.10061.t1(AcroporaDigitifera) aug_v2a.13228.t1(AcroporaDigitifera) aug_v2a.12738.t1(AcroporaDigitifera) aug_v2a.05596.t1(AcroporaDigitifera) aug_v2a.10063.t1(AcroporaDigitifera)
ORTHOMCL9872	7	1	aug_v2a.17934.t1(AcroporaDigitifera) aug_v2a.05236.t1(AcroporaDigitifera) aug_v2a.03675.t1(AcroporaDigitifera) aug_v2a.15663.t1(AcroporaDigitifera) aug_v2a.08789.t1(AcroporaDigitifera) aug_v2a.15016.t1(AcroporaDigitifera) aug_v2a.05238.t1(AcroporaDigitifera)
ORTHOMCL9880	7	1	aug_v2a.04167.t1(AcroporaDigitifera) aug_v2a.12142.t1(AcroporaDigitifera) aug_v2a.04167.t2(AcroporaDigitifera) aug_v2a.12141.t1(AcroporaDigitifera) aug_v2a.12143.t1(AcroporaDigitifera) aug_v2a.04167.t3(AcroporaDigitifera) aug_v2a.04166.t1(AcroporaDigitifera)
ORTHOMCL9894	7	1	aug_v2a.09881.t1(AcroporaDigitifera) aug_v2a.01338.t3(AcroporaDigitifera) aug_v2a.01337.t1(AcroporaDigitifera) aug_v2a.01338.t1(AcroporaDigitifera) aug_v2a.01338.t2(AcroporaDigitifera) aug_v2a.09882.t1(AcroporaDigitifera) aug_v2a.18490.t1(AcroporaDigitifera)
ORTHOMCL9897	7	1	aug_v2a.07070.t1(AcroporaDigitifera) aug_v2a.00814.t1(AcroporaDigitifera) aug_v2a.14141.t1(AcroporaDigitifera) aug_v2a.03248.t1(AcroporaDigitifera) aug_v2a.08223.t1(AcroporaDigitifera) aug_v2a.07070.t2(AcroporaDigitifera) aug_v2a.20106.t1(AcroporaDigitifera)
ORTHOMCL9944	7	1	aug_v2a.02609.t1(AcroporaDigitifera) aug_v2a.11593.t1(AcroporaDigitifera) aug_v2a.07675.t1(AcroporaDigitifera) aug_v2a.16120.t1(AcroporaDigitifera) aug_v2a.10370.t1(AcroporaDigitifera) aug_v2a.18601.t1(AcroporaDigitifera) aug_v2a.24067.t1(AcroporaDigitifera)
ORTHOMCL10070	7	1	aug_v2a.20773.t1(AcroporaDigitifera) aug_v2a.11392.t1(AcroporaDigitifera) aug_v2a.10296.t1(AcroporaDigitifera) aug_v2a.03889.t1(AcroporaDigitifera) aug_v2a.06508.t1(AcroporaDigitifera) aug_v2a.10295.t1(AcroporaDigitifera) aug_v2a.19031.t1(AcroporaDigitifera)
ORTHOMCL10960	6	1	aug_v2a.07424.t1(AcroporaDigitifera) aug_v2a.22826.t1(AcroporaDigitifera) aug_v2a.02481.t1(AcroporaDigitifera) aug_v2a.13994.t1(AcroporaDigitifera) aug_v2a.02482.t1(AcroporaDigitifera) aug_v2a.10956.t1(AcroporaDigitifera)
ORTHOMCL10961	6	1	aug_v2a.12812.t2(AcroporaDigitifera) aug_v2a.00382.t2(AcroporaDigitifera) aug_v2a.06454.t1(AcroporaDigitifera) aug_v2a.12812.t1(AcroporaDigitifera) aug_v2a.00382.t1(AcroporaDigitifera) aug_v2a.22875.t1(AcroporaDigitifera)
