Group	Genes	Taxa	IDs
ORTHOMCL8499	9	1	pdam_00024908-RA(PocilloporaDamicornis) pdam_00016468-RA(PocilloporaDamicornis) pdam_00025725-RA(PocilloporaDamicornis) pdam_00016463-RA(PocilloporaDamicornis) pdam_00016464-RA(PocilloporaDamicornis) pdam_00016467-RA(PocilloporaDamicornis) pdam_00016460-RA(PocilloporaDamicornis) pdam_00016466-RA(PocilloporaDamicornis) pdam_00003165-RA(PocilloporaDamicornis)
ORTHOMCL9738	8	1	pdam_00024317-RA(PocilloporaDamicornis) pdam_00007582-RA(PocilloporaDamicornis) pdam_00017508-RA(PocilloporaDamicornis) pdam_00000209-RA(PocilloporaDamicornis) pdam_00017507-RA(PocilloporaDamicornis) pdam_00007581-RA(PocilloporaDamicornis) pdam_00020015-RA(PocilloporaDamicornis) pdam_00023749-RA(PocilloporaDamicornis)
ORTHOMCL9739	8	1	pdam_00009893-RA(PocilloporaDamicornis) pdam_00010832-RA(PocilloporaDamicornis) pdam_00002401-RA(PocilloporaDamicornis) pdam_00002682-RA(PocilloporaDamicornis) pdam_00011445-RA(PocilloporaDamicornis) pdam_00015641-RA(PocilloporaDamicornis) pdam_00011444-RA(PocilloporaDamicornis) pdam_00021849-RA(PocilloporaDamicornis)
ORTHOMCL10938	7	1	pdam_00024611-RA(PocilloporaDamicornis) pdam_00025825-RA(PocilloporaDamicornis) pdam_00011558-RA(PocilloporaDamicornis) pdam_00025920-RA(PocilloporaDamicornis) pdam_00025904-RA(PocilloporaDamicornis) pdam_00025905-RA(PocilloporaDamicornis) pdam_00024268-RA(PocilloporaDamicornis)
ORTHOMCL10939	7	1	pdam_00009264-RA(PocilloporaDamicornis) pdam_00022321-RA(PocilloporaDamicornis) pdam_00022317-RA(PocilloporaDamicornis) pdam_00022318-RA(PocilloporaDamicornis) pdam_00022319-RA(PocilloporaDamicornis) pdam_00022316-RA(PocilloporaDamicornis) pdam_00022320-RA(PocilloporaDamicornis)
ORTHOMCL10940	7	1	pdam_00006794-RA(PocilloporaDamicornis) pdam_00006107-RA(PocilloporaDamicornis) pdam_00002635-RA(PocilloporaDamicornis) pdam_00007481-RA(PocilloporaDamicornis) pdam_00003311-RA(PocilloporaDamicornis) pdam_00022791-RA(PocilloporaDamicornis) pdam_00007482-RA(PocilloporaDamicornis)
ORTHOMCL10942	7	1	pdam_00025363-RA(PocilloporaDamicornis) pdam_00025874-RA(PocilloporaDamicornis) pdam_00025420-RA(PocilloporaDamicornis) pdam_00023978-RA(PocilloporaDamicornis) pdam_00025880-RA(PocilloporaDamicornis) pdam_00025760-RA(PocilloporaDamicornis) pdam_00025716-RA(PocilloporaDamicornis)
ORTHOMCL12341	6	1	pdam_00005084-RA(PocilloporaDamicornis) pdam_00005083-RA(PocilloporaDamicornis) pdam_00019553-RA(PocilloporaDamicornis) pdam_00019551-RA(PocilloporaDamicornis) pdam_00004095-RA(PocilloporaDamicornis) pdam_00005077-RA(PocilloporaDamicornis)
ORTHOMCL12342	6	1	pdam_00014834-RA(PocilloporaDamicornis) pdam_00018032-RA(PocilloporaDamicornis) pdam_00007041-RA(PocilloporaDamicornis) pdam_00006979-RA(PocilloporaDamicornis) pdam_00009795-RA(PocilloporaDamicornis) pdam_00025182-RA(PocilloporaDamicornis)
ORTHOMCL12344	6	1	pdam_00023296-RA(PocilloporaDamicornis) pdam_00019347-RA(PocilloporaDamicornis) pdam_00024659-RA(PocilloporaDamicornis) pdam_00005464-RA(PocilloporaDamicornis) pdam_00025520-RA(PocilloporaDamicornis) pdam_00011146-RA(PocilloporaDamicornis)
ORTHOMCL12345	6	1	pdam_00024358-RA(PocilloporaDamicornis) pdam_00022527-RA(PocilloporaDamicornis) pdam_00000488-RA(PocilloporaDamicornis) pdam_00025675-RA(PocilloporaDamicornis) pdam_00025837-RA(PocilloporaDamicornis) pdam_00022535-RA(PocilloporaDamicornis)
ORTHOMCL12346	6	1	pdam_00007104-RA(PocilloporaDamicornis) pdam_00024897-RA(PocilloporaDamicornis) pdam_00022898-RA(PocilloporaDamicornis) pdam_00022689-RA(PocilloporaDamicornis) pdam_00025542-RA(PocilloporaDamicornis) pdam_00024898-RA(PocilloporaDamicornis)
ORTHOMCL12347	6	1	pdam_00017045-RA(PocilloporaDamicornis) pdam_00013977-RA(PocilloporaDamicornis) pdam_00005420-RA(PocilloporaDamicornis) pdam_00023714-RA(PocilloporaDamicornis) pdam_00023713-RA(PocilloporaDamicornis) pdam_00024970-RA(PocilloporaDamicornis)
ORTHOMCL12348	6	1	pdam_00019236-RA(PocilloporaDamicornis) pdam_00023167-RA(PocilloporaDamicornis) pdam_00024378-RA(PocilloporaDamicornis) pdam_00024379-RA(PocilloporaDamicornis) pdam_00021769-RA(PocilloporaDamicornis) pdam_00024380-RA(PocilloporaDamicornis)
ORTHOMCL12349	6	1	pdam_00010280-RA(PocilloporaDamicornis) pdam_00022490-RA(PocilloporaDamicornis) pdam_00014647-RA(PocilloporaDamicornis) pdam_00022491-RA(PocilloporaDamicornis) pdam_00024352-RA(PocilloporaDamicornis) pdam_00019988-RA(PocilloporaDamicornis)
ORTHOMCL12351	6	1	pdam_00021189-RA(PocilloporaDamicornis) pdam_00019558-RA(PocilloporaDamicornis) pdam_00021186-RA(PocilloporaDamicornis) pdam_00021190-RA(PocilloporaDamicornis) pdam_00021184-RA(PocilloporaDamicornis) pdam_00021188-RA(PocilloporaDamicornis)
ORTHOMCL12356	6	1	pdam_00000090-RA(PocilloporaDamicornis) pdam_00025817-RA(PocilloporaDamicornis) pdam_00025775-RA(PocilloporaDamicornis) pdam_00025123-RA(PocilloporaDamicornis) pdam_00025617-RA(PocilloporaDamicornis) pdam_00018829-RA(PocilloporaDamicornis)
ORTHOMCL14036	5	1	pdam_00007111-RA(PocilloporaDamicornis) pdam_00021776-RA(PocilloporaDamicornis) pdam_00007124-RA(PocilloporaDamicornis) pdam_00007117-RA(PocilloporaDamicornis) pdam_00019984-RA(PocilloporaDamicornis)
ORTHOMCL14037	5	1	pdam_00024024-RA(PocilloporaDamicornis) pdam_00022245-RA(PocilloporaDamicornis) pdam_00024770-RA(PocilloporaDamicornis) pdam_00022254-RA(PocilloporaDamicornis) pdam_00022256-RA(PocilloporaDamicornis)
ORTHOMCL14041	5	1	pdam_00026039-RA(PocilloporaDamicornis) pdam_00018469-RA(PocilloporaDamicornis) pdam_00025971-RA(PocilloporaDamicornis) pdam_00018189-RA(PocilloporaDamicornis) pdam_00011629-RA(PocilloporaDamicornis)
ORTHOMCL14044	5	1	pdam_00023027-RA(PocilloporaDamicornis) pdam_00025662-RA(PocilloporaDamicornis) pdam_00001621-RA(PocilloporaDamicornis) pdam_00012284-RA(PocilloporaDamicornis) pdam_00025661-RA(PocilloporaDamicornis)
ORTHOMCL14045	5	1	pdam_00022757-RA(PocilloporaDamicornis) pdam_00025287-RA(PocilloporaDamicornis) pdam_00008966-RA(PocilloporaDamicornis) pdam_00007362-RA(PocilloporaDamicornis) pdam_00004302-RA(PocilloporaDamicornis)
ORTHOMCL14047	5	1	pdam_00001818-RA(PocilloporaDamicornis) pdam_00009747-RA(PocilloporaDamicornis) pdam_00014096-RA(PocilloporaDamicornis) pdam_00019208-RA(PocilloporaDamicornis) pdam_00022314-RA(PocilloporaDamicornis)
ORTHOMCL14049	5	1	pdam_00009735-RA(PocilloporaDamicornis) pdam_00002376-RA(PocilloporaDamicornis) pdam_00009730-RA(PocilloporaDamicornis) pdam_00009741-RA(PocilloporaDamicornis) pdam_00021996-RA(PocilloporaDamicornis)
ORTHOMCL14050	5	1	pdam_00009808-RA(PocilloporaDamicornis) pdam_00009816-RA(PocilloporaDamicornis) pdam_00009817-RA(PocilloporaDamicornis) pdam_00009812-RA(PocilloporaDamicornis) pdam_00009815-RA(PocilloporaDamicornis)
ORTHOMCL14051	5	1	pdam_00021997-RA(PocilloporaDamicornis) pdam_00016338-RA(PocilloporaDamicornis) pdam_00012288-RA(PocilloporaDamicornis) pdam_00002804-RA(PocilloporaDamicornis) pdam_00018092-RA(PocilloporaDamicornis)
ORTHOMCL14052	5	1	pdam_00007635-RA(PocilloporaDamicornis) pdam_00007640-RA(PocilloporaDamicornis) pdam_00007638-RA(PocilloporaDamicornis) pdam_00007642-RA(PocilloporaDamicornis) pdam_00007641-RA(PocilloporaDamicornis)
ORTHOMCL14053	5	1	pdam_00021154-RA(PocilloporaDamicornis) pdam_00016395-RA(PocilloporaDamicornis) pdam_00022608-RA(PocilloporaDamicornis) pdam_00022609-RA(PocilloporaDamicornis) pdam_00025479-RA(PocilloporaDamicornis)
ORTHOMCL16415	4	1	pdam_00025311-RA(PocilloporaDamicornis) pdam_00025310-RA(PocilloporaDamicornis) pdam_00025309-RA(PocilloporaDamicornis) pdam_00000124-RA(PocilloporaDamicornis)
ORTHOMCL16416	4	1	pdam_00026003-RA(PocilloporaDamicornis) pdam_00025593-RA(PocilloporaDamicornis) pdam_00025427-RA(PocilloporaDamicornis) pdam_00025632-RA(PocilloporaDamicornis)
ORTHOMCL16417	4	1	pdam_00020879-RA(PocilloporaDamicornis) pdam_00022081-RA(PocilloporaDamicornis) pdam_00007639-RA(PocilloporaDamicornis) pdam_00012796-RA(PocilloporaDamicornis)
ORTHOMCL16419	4	1	pdam_00022035-RA(PocilloporaDamicornis) pdam_00016857-RA(PocilloporaDamicornis) pdam_00016868-RA(PocilloporaDamicornis) pdam_00016855-RA(PocilloporaDamicornis)
ORTHOMCL16421	4	1	pdam_00018739-RA(PocilloporaDamicornis) pdam_00018420-RA(PocilloporaDamicornis) pdam_00002443-RA(PocilloporaDamicornis) pdam_00007393-RA(PocilloporaDamicornis)
ORTHOMCL16422	4	1	pdam_00007942-RA(PocilloporaDamicornis) pdam_00019247-RA(PocilloporaDamicornis) pdam_00011257-RA(PocilloporaDamicornis) pdam_00000082-RA(PocilloporaDamicornis)
ORTHOMCL16425	4	1	pdam_00024463-RA(PocilloporaDamicornis) pdam_00021731-RA(PocilloporaDamicornis) pdam_00021742-RA(PocilloporaDamicornis) pdam_00021734-RA(PocilloporaDamicornis)
ORTHOMCL16426	4	1	pdam_00010466-RA(PocilloporaDamicornis) pdam_00010465-RA(PocilloporaDamicornis) pdam_00010467-RA(PocilloporaDamicornis) pdam_00010469-RA(PocilloporaDamicornis)
ORTHOMCL16430	4	1	pdam_00015365-RA(PocilloporaDamicornis) pdam_00015363-RA(PocilloporaDamicornis) pdam_00015354-RA(PocilloporaDamicornis) pdam_00015364-RA(PocilloporaDamicornis)
ORTHOMCL16431	4	1	pdam_00022658-RA(PocilloporaDamicornis) pdam_00022659-RA(PocilloporaDamicornis) pdam_00018787-RA(PocilloporaDamicornis) pdam_00018784-RA(PocilloporaDamicornis)
ORTHOMCL16432	4	1	pdam_00025167-RA(PocilloporaDamicornis) pdam_00009798-RA(PocilloporaDamicornis) pdam_00022418-RA(PocilloporaDamicornis) pdam_00024224-RA(PocilloporaDamicornis)
ORTHOMCL16434	4	1	pdam_00011755-RA(PocilloporaDamicornis) pdam_00011756-RA(PocilloporaDamicornis) pdam_00003734-RA(PocilloporaDamicornis) pdam_00011750-RA(PocilloporaDamicornis)
ORTHOMCL16436	4	1	pdam_00021350-RA(PocilloporaDamicornis) pdam_00023530-RA(PocilloporaDamicornis) pdam_00023529-RA(PocilloporaDamicornis) pdam_00023528-RA(PocilloporaDamicornis)
ORTHOMCL16437	4	1	pdam_00023712-RA(PocilloporaDamicornis) pdam_00024971-RA(PocilloporaDamicornis) pdam_00023711-RA(PocilloporaDamicornis) pdam_00024972-RA(PocilloporaDamicornis)
ORTHOMCL16438	4	1	pdam_00008765-RA(PocilloporaDamicornis) pdam_00023270-RA(PocilloporaDamicornis) pdam_00007462-RA(PocilloporaDamicornis) pdam_00014714-RA(PocilloporaDamicornis)
ORTHOMCL16439	4	1	pdam_00011262-RA(PocilloporaDamicornis) pdam_00005118-RA(PocilloporaDamicornis) pdam_00005157-RA(PocilloporaDamicornis) pdam_00019158-RA(PocilloporaDamicornis)
ORTHOMCL16443	4	1	pdam_00024769-RA(PocilloporaDamicornis) pdam_00024768-RA(PocilloporaDamicornis) pdam_00018328-RA(PocilloporaDamicornis) pdam_00018327-RA(PocilloporaDamicornis)
ORTHOMCL16446	4	1	pdam_00011135-RA(PocilloporaDamicornis) pdam_00018465-RA(PocilloporaDamicornis) pdam_00000174-RA(PocilloporaDamicornis) pdam_00007225-RA(PocilloporaDamicornis)
ORTHOMCL16447	4	1	pdam_00025605-RA(PocilloporaDamicornis) pdam_00025925-RA(PocilloporaDamicornis) pdam_00025469-RA(PocilloporaDamicornis) pdam_00025514-RA(PocilloporaDamicornis)
ORTHOMCL16449	4	1	pdam_00019938-RA(PocilloporaDamicornis) pdam_00025631-RA(PocilloporaDamicornis) pdam_00019939-RA(PocilloporaDamicornis) pdam_00018519-RA(PocilloporaDamicornis)
ORTHOMCL16451	4	1	pdam_00016646-RA(PocilloporaDamicornis) pdam_00015358-RA(PocilloporaDamicornis) pdam_00016651-RA(PocilloporaDamicornis) pdam_00015348-RA(PocilloporaDamicornis)
ORTHOMCL16452	4	1	pdam_00024996-RA(PocilloporaDamicornis) pdam_00007563-RA(PocilloporaDamicornis) pdam_00021334-RA(PocilloporaDamicornis) pdam_00023230-RA(PocilloporaDamicornis)
ORTHOMCL16456	4	1	pdam_00008810-RA(PocilloporaDamicornis) pdam_00024111-RA(PocilloporaDamicornis) pdam_00008808-RA(PocilloporaDamicornis) pdam_00008807-RA(PocilloporaDamicornis)
ORTHOMCL16462	4	1	pdam_00015092-RA(PocilloporaDamicornis) pdam_00015642-RA(PocilloporaDamicornis) pdam_00015107-RA(PocilloporaDamicornis) pdam_00015098-RA(PocilloporaDamicornis)
ORTHOMCL16464	4	1	pdam_00026040-RA(PocilloporaDamicornis) pdam_00022891-RA(PocilloporaDamicornis) pdam_00024791-RA(PocilloporaDamicornis) pdam_00007548-RA(PocilloporaDamicornis)
ORTHOMCL20283	3	1	pdam_00022676-RA(PocilloporaDamicornis) pdam_00022677-RA(PocilloporaDamicornis) pdam_00022892-RA(PocilloporaDamicornis)
ORTHOMCL20284	3	1	pdam_00020259-RA(PocilloporaDamicornis) pdam_00020264-RA(PocilloporaDamicornis) pdam_00020265-RA(PocilloporaDamicornis)
ORTHOMCL20285	3	1	pdam_00023734-RA(PocilloporaDamicornis) pdam_00019730-RA(PocilloporaDamicornis) pdam_00013479-RA(PocilloporaDamicornis)
ORTHOMCL20286	3	1	pdam_00008339-RA(PocilloporaDamicornis) pdam_00024646-RA(PocilloporaDamicornis) pdam_00021624-RA(PocilloporaDamicornis)
ORTHOMCL20287	3	1	pdam_00014805-RA(PocilloporaDamicornis) pdam_00025072-RA(PocilloporaDamicornis) pdam_00014079-RA(PocilloporaDamicornis)
ORTHOMCL20288	3	1	pdam_00007118-RA(PocilloporaDamicornis) pdam_00007110-RA(PocilloporaDamicornis) pdam_00011486-RA(PocilloporaDamicornis)
ORTHOMCL20292	3	1	pdam_00012138-RA(PocilloporaDamicornis) pdam_00019809-RA(PocilloporaDamicornis) pdam_00012137-RA(PocilloporaDamicornis)
ORTHOMCL20294	3	1	pdam_00017155-RA(PocilloporaDamicornis) pdam_00017162-RA(PocilloporaDamicornis) pdam_00014380-RA(PocilloporaDamicornis)
ORTHOMCL20295	3	1	pdam_00024650-RA(PocilloporaDamicornis) pdam_00024653-RA(PocilloporaDamicornis) pdam_00024654-RA(PocilloporaDamicornis)
ORTHOMCL20296	3	1	pdam_00018477-RA(PocilloporaDamicornis) pdam_00025828-RA(PocilloporaDamicornis) pdam_00018476-RA(PocilloporaDamicornis)
ORTHOMCL20297	3	1	pdam_00009975-RA(PocilloporaDamicornis) pdam_00008628-RA(PocilloporaDamicornis) pdam_00007035-RA(PocilloporaDamicornis)
ORTHOMCL20298	3	1	pdam_00025369-RA(PocilloporaDamicornis) pdam_00025827-RA(PocilloporaDamicornis) pdam_00025767-RA(PocilloporaDamicornis)
ORTHOMCL20299	3	1	pdam_00020286-RA(PocilloporaDamicornis) pdam_00020281-RA(PocilloporaDamicornis) pdam_00020283-RA(PocilloporaDamicornis)
ORTHOMCL20300	3	1	pdam_00003853-RA(PocilloporaDamicornis) pdam_00018826-RA(PocilloporaDamicornis) pdam_00018825-RA(PocilloporaDamicornis)
ORTHOMCL20302	3	1	pdam_00004570-RA(PocilloporaDamicornis) pdam_00013017-RA(PocilloporaDamicornis) pdam_00010601-RA(PocilloporaDamicornis)
ORTHOMCL20303	3	1	pdam_00007032-RA(PocilloporaDamicornis) pdam_00007025-RA(PocilloporaDamicornis) pdam_00019974-RA(PocilloporaDamicornis)
ORTHOMCL20305	3	1	pdam_00020540-RA(PocilloporaDamicornis) pdam_00001615-RA(PocilloporaDamicornis) pdam_00024327-RA(PocilloporaDamicornis)
ORTHOMCL20306	3	1	pdam_00004088-RA(PocilloporaDamicornis) pdam_00004089-RA(PocilloporaDamicornis) pdam_00004087-RA(PocilloporaDamicornis)
ORTHOMCL20307	3	1	pdam_00001186-RA(PocilloporaDamicornis) pdam_00001185-RA(PocilloporaDamicornis) pdam_00001187-RA(PocilloporaDamicornis)
ORTHOMCL20308	3	1	pdam_00023718-RA(PocilloporaDamicornis) pdam_00015258-RA(PocilloporaDamicornis) pdam_00017345-RA(PocilloporaDamicornis)
ORTHOMCL20310	3	1	pdam_00025893-RA(PocilloporaDamicornis) pdam_00020592-RA(PocilloporaDamicornis) pdam_00025682-RA(PocilloporaDamicornis)
ORTHOMCL20312	3	1	pdam_00024594-RA(PocilloporaDamicornis) pdam_00024596-RA(PocilloporaDamicornis) pdam_00010073-RA(PocilloporaDamicornis)
ORTHOMCL20313	3	1	pdam_00008609-RA(PocilloporaDamicornis) pdam_00009809-RA(PocilloporaDamicornis) pdam_00016853-RA(PocilloporaDamicornis)
ORTHOMCL20314	3	1	pdam_00025282-RA(PocilloporaDamicornis) pdam_00022610-RA(PocilloporaDamicornis) pdam_00025861-RA(PocilloporaDamicornis)
ORTHOMCL20318	3	1	pdam_00017616-RA(PocilloporaDamicornis) pdam_00020129-RA(PocilloporaDamicornis) pdam_00020130-RA(PocilloporaDamicornis)
ORTHOMCL20319	3	1	pdam_00000129-RA(PocilloporaDamicornis) pdam_00000128-RA(PocilloporaDamicornis) pdam_00000123-RA(PocilloporaDamicornis)
ORTHOMCL20320	3	1	pdam_00025130-RA(PocilloporaDamicornis) pdam_00025390-RA(PocilloporaDamicornis) pdam_00023706-RA(PocilloporaDamicornis)
ORTHOMCL20321	3	1	pdam_00023055-RA(PocilloporaDamicornis) pdam_00007884-RA(PocilloporaDamicornis) pdam_00023053-RA(PocilloporaDamicornis)
ORTHOMCL20322	3	1	pdam_00004857-RA(PocilloporaDamicornis) pdam_00004858-RA(PocilloporaDamicornis) pdam_00004856-RA(PocilloporaDamicornis)
ORTHOMCL20324	3	1	pdam_00003260-RA(PocilloporaDamicornis) pdam_00006851-RA(PocilloporaDamicornis) pdam_00017862-RA(PocilloporaDamicornis)
ORTHOMCL20325	3	1	pdam_00025536-RA(PocilloporaDamicornis) pdam_00009811-RA(PocilloporaDamicornis) pdam_00025911-RA(PocilloporaDamicornis)
ORTHOMCL20327	3	1	pdam_00022343-RA(PocilloporaDamicornis) pdam_00023447-RA(PocilloporaDamicornis) pdam_00023448-RA(PocilloporaDamicornis)
